Gender,Age,Marital Status,Caste Category,Religion,Region,State,Qualification,Occupation,Sector of Employment,Annual Income,Pregnant or Lactating,Disabled (PWD),Senior Citizen,Member of Minority Community,Medical Proof of Delivery/Miscarriage,Scheme Name,Scheme Category,Eligible,Reason for Non-Eligibility,Name Present on Ration Card,Submitted Documents,Applying as NGO,NGO Registered under Societies Act,NGO Registered under Senior Citizens Rules 2009,NGO Runs Old Age Home,SHG Member,Registered Journalist,Proof of Profession,Medical Reason,Already Availed Max Limit,Studied in Govt School,Currently Pursuing,First-generation College Goer,Institution Type,Top 1000 Scorer,7.5% Quota Admission
Male,63,Married,OBC,Muslim,Rural,Tamil Nadu,Post-Graduate,Journalist,Media,139546,TRUE,FALSE,TRUE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not a woman; Not a member of a Self Help Group,,,,,,,No,,,,,,,,,,
Female,45,Single,OBC,Christian,Rural,Karnataka,10th,Teacher,Education,152612,FALSE,TRUE,TRUE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not pregnant at the time of application; Not a resident of Tamil Nadu,,,,,,,Yes,,,,,,,,,,
Male,77,Widowed,SC,Christian,Rural,Andhra Pradesh,Diploma,Teacher,None,89656,TRUE,TRUE,FALSE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not a woman; Not a resident of Tamil Nadu; Not a member of a Self Help Group,,,,,,,No,,,,,,,,,,
Female,20,Married,SC,Hindu,Rural,Karnataka,12th,Journalist,Agriculture,163704,FALSE,TRUE,FALSE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not pregnant at the time of application; Not a resident of Tamil Nadu; Not a member of a Self Help Group,,,,,,,No,,,,,,,,,,
Female,40,Married,SC,Other,Urban,Tamil Nadu,Graduate,NGO Worker,Media,172457,TRUE,TRUE,TRUE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not a member of a Self Help Group,,,,,,,No,,,,,,,,,,
Female,40,Married,SC,Other,Rural,Kerala,Post-Graduate,Farmer,None,159664,TRUE,FALSE,TRUE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not a resident of Tamil Nadu,,,,,,,Yes,,,,,,,,,,
Female,47,Widowed,General,Christian,Rural,Kerala,Graduate,Farmer,Healthcare,133470,TRUE,TRUE,FALSE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not a resident of Tamil Nadu; Not a member of a Self Help Group,,,,,,,No,,,,,,,,,,
Female,22,Single,OBC,Other,Urban,Tamil Nadu,Post-Graduate,Teacher,Agriculture,197579,FALSE,TRUE,FALSE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not pregnant at the time of application,,,,,,,Yes,,,,,,,,,,
Male,59,Widowed,ST,Muslim,Rural,Karnataka,12th,Unemployed,Agriculture,31653,FALSE,FALSE,TRUE,FALSE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not a woman; Not pregnant at the time of application; Not a resident of Tamil Nadu; Not a member of a Self Help Group,,,,,,,No,,,,,,,,,,
Female,30,Single,General,Other,Rural,Kerala,10th,Farmer,Agriculture,100403,FALSE,FALSE,TRUE,TRUE,,Maternity Loan via SHGs - District Central Cooperative Banks,Health and Welfare,No,Not pregnant at the time of application; Not a resident of Tamil Nadu,,,,,,,Yes,,,,,,,,,,
Female,54,Married,ST,Hindu,Urban,Andhra Pradesh,Post-Graduate,Unemployed,Education,119496,TRUE,TRUE,FALSE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Female,58,Widowed,General,Muslim,Urban,Andhra Pradesh,10th,Teacher,Education,126700,TRUE,FALSE,TRUE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Male,35,Widowed,SC,Hindu,Urban,Andhra Pradesh,12th,Unemployed,None,189413,FALSE,TRUE,TRUE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Male,62,Married,General,Hindu,Rural,Karnataka,Post-Graduate,Unemployed,Healthcare,143044,TRUE,FALSE,TRUE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Female,37,Married,SC,Other,Urban,Tamil Nadu,Graduate,Unemployed,Agriculture,142275,TRUE,TRUE,FALSE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Female,28,Single,SC,Hindu,Urban,Kerala,10th,NGO Worker,None,135172,TRUE,FALSE,TRUE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Male,56,Single,ST,Other,Urban,Andhra Pradesh,Diploma,Teacher,Media,21348,TRUE,TRUE,FALSE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Male,28,Widowed,ST,Christian,Urban,Andhra Pradesh,10th,Journalist,None,270351,TRUE,TRUE,FALSE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Female,29,Single,General,Muslim,Urban,Karnataka,12th,Teacher,Healthcare,285446,FALSE,TRUE,FALSE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Female,25,Single,ST,Other,Urban,Kerala,Diploma,NGO Worker,Education,120111,TRUE,FALSE,TRUE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,Yes,,,,,,,,,Yes,Yes,Yes,No,,,,,,
Female,58,Single,ST,Hindu,Urban,Kerala,Diploma,Unemployed,None,208047,FALSE,FALSE,FALSE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Not a registered journalist; Not applying for medical reasons,,,,,,,,No,Yes,No,No,,,,,,
Female,55,Single,General,Christian,Urban,Tamil Nadu,Post-Graduate,NGO Worker,Media,264528,TRUE,FALSE,TRUE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Not a registered journalist; Lack of proof of profession,,,,,,,,No,No,Yes,No,,,,,,
Female,48,Single,ST,Other,Urban,Andhra Pradesh,Post-Graduate,NGO Worker,None,31887,FALSE,FALSE,FALSE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Lack of proof of profession; Already availed maximum limit,,,,,,,,Yes,No,Yes,Yes,,,,,,
Female,18,Single,General,Christian,Urban,Karnataka,Post-Graduate,Teacher,Agriculture,69973,FALSE,FALSE,FALSE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Not applying for medical reasons,,,,,,,,Yes,Yes,No,No,,,,,,
Female,38,Single,ST,Hindu,Rural,Karnataka,Graduate,NGO Worker,Agriculture,270770,TRUE,TRUE,TRUE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Lack of proof of profession; Already availed maximum limit,,,,,,,,Yes,No,Yes,Yes,,,,,,
Female,48,Single,ST,Muslim,Rural,Karnataka,Graduate,NGO Worker,Agriculture,277516,FALSE,FALSE,FALSE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Lack of proof of profession; Not applying for medical reasons; Already availed maximum limit,,,,,,,,Yes,No,No,Yes,,,,,,
Male,58,Single,General,Hindu,Urban,Andhra Pradesh,Diploma,Unemployed,Agriculture,47639,FALSE,FALSE,TRUE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Not applying for medical reasons; Already availed maximum limit,,,,,,,,Yes,Yes,No,Yes,,,,,,
Male,53,Widowed,ST,Christian,Urban,Karnataka,12th,Farmer,Media,219961,FALSE,TRUE,TRUE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Not a registered journalist; Not applying for medical reasons; Already availed maximum limit,,,,,,,,No,Yes,No,Yes,,,,,,
Female,33,Widowed,SC,Other,Urban,Tamil Nadu,Graduate,Farmer,None,42879,TRUE,TRUE,TRUE,TRUE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Not a registered journalist; Lack of proof of profession,,,,,,,,No,No,Yes,No,,,,,,
Female,42,Single,General,Muslim,Urban,Karnataka,12th,Teacher,Healthcare,145757,TRUE,TRUE,FALSE,FALSE,,Financial Assistance for Medical Treatment of Journalists,Health and Welfare,No,Already availed maximum limit,,,,,,,,Yes,Yes,Yes,Yes,,,,,,
